time,position1-,position2-,v_1,v_2
75.92533394223085,34271246286.2321,144982913860.2324,-2505162039.682585,635029297.8860673
76.00867678958785,34062423349.933167,145035688084.1553,-2506015446.3968062,631407308.7337549
76.09201963694485,33853529508.393097,145088160396.87497,-2506863576.932394,627784258.8869207
76.17536248430187,33644565201.357925,145140330710.3128,-2507706430.2398596,624160156.1326499
76.25870533165887,33435530868.65675,145192198937.0403,-2508544005.281543,620535008.2577305
76.34204817901588,33226426950.20153,145243764990.27896,-2509376301.0316105,616908823.0486505
76.42539102637288,33017253885.987213,145295028783.90045,-2510203316.4760575,613281608.2915995
76.50873387372988,32808012116.09171,145345990232.4264,-2511025050.6127076,609653371.7724686
76.59207672108688,32598702080.675896,145396649251.02856,-2511841502.451211,606024121.27685
76.67541956844389,32389324219.983604,145447005755.52878,-2512652671.0130453,602393864.5900371
76.7587624158009,32179878974.34159,145497059662.39893,-2513458555.3315177,598762609.4970247
76.8421052631579,31970366784.159683,145546810888.761,-2514259154.4517612,595130363.7825098
76.9254481105149,31760788089.93056,145596259352.387,-2515054467.4307375,591497135.2308896
77.00879095787191,31551143332.229904,145645404971.699,-2515844493.337236,587862931.6262628
77.09213380522891,31341432951.716347,145694247665.76923,-2516629231.2518735,584227760.7524296
77.17547665258591,31131657389.131485,145742787354.3199,-2517408680.2670956,580591630.3928916
77.25881949994292,30921817085.29989,145791023957.72327,-2518182839.487174,576954548.3308517
77.34216234729992,30711912481.12906,145838957397.00183,-2518951708.028209,573316522.3492137
77.42550519465694,30501944017.60946,145886587593.82794,-2519715285.01813,569677560.2305826
77.50884804201394,30291912135.814587,145933914470.52417,-2520473569.5966916,566037669.7572663
77.59219088937094,30081817276.900818,145980937950.06308,-2521226560.9154773,562396858.7112722
77.67553373672794,29871659882.09588,146027657956.06613,-2521974258.137801,558755134.8741723
77.75887658408494,29661440392.279945,146074074412.75098,-2522716660.434417,555112506.025135
77.84221943144195,29451159248.695045,146120187244.9881,-2523453766.9881163,551468979.9546516
77.92556227879895,29240816892.887306,146165996378.31885,-2524185576.9951096,547824564.4567567
78.00890512615595,29030413766.45081,146211501738.93378,-2524912089.66325,544179267.3245519
78.09224797351297,28819950311.02755,146256703253.67267,-2525633304.2120333,540533096.3502064
78.17559082086997,28609426968.30758,146301600850.02448,-2526349219.8725977,536886059.324958
78.25893366822697,28398844180.02878,146346194456.12738,-2527059835.8877254,533238164.0391104
78.34227651558398,28188202387.977036,146390484000.76877,-2527765151.5118403,529589418.28203547
78.42561936294098,27977502033.98616,146434469413.38522,-2528465166.01101,525939829.84217244
78.50896221029798,27766743559.937927,146478150624.0626,-2529159878.6629453,522289406.50702804
78.59230505765498,27555927407.762047,146521527563.53586,-2529849288.756999,518638156.06317645
78.675647905012,27345054019.436157,146564600163.18924,-2530533395.594167,514986086.2962586
78.758990752369,27134123836.985935,146607368355.05615,-2531212198.4870896,511333204.9909851
78.842333599726,26923137302.484913,146649832071.81927,-2531885696.760047,507679519.9311317
78.925676447083,26712094858.054596,146691991246.8104,-2532553889.7489653,504025038.8995425
79.00901929444001,26500996945.864445,146733845814.01062,-2533216776.8014116,500369769.6781291
79.09236214179701,26289844008.131863,146775395708.05017,-2533874357.276597,496713720.0478704
79.17570498915401,26078636487.1222,146816640864.20853,-2534526630.545375,493056897.78881294
79.25904783651102,25867374825.148766,146857581218.4144,-2535173595.9902415,489399310.68007064
79.34239068386803,25656059464.57276,146898216707.24564,-2535815253.0053368,485740966.4998242
79.42573353122503,25444690847.80347,146938547267.92935,-2536451600.9964423,482081873.0253238
79.50907637858204,25233269417.297993,146978572838.34183,-2537082639.380984,478422038.03288513
79.59241922593904,25021795615.561424,147018293357.00858,-2537708367.588029,474761469.29789203
79.67576207329604,24810269885.146805,147057708763.1043,-2538328785.058289,471100174.5947957
79.75910492065304,24598692668.65512,147096818996.453,-2538943891.244118,467438161.6971149
79.84244776801005,24387064408.73532,147135623997.52774,-2539553685.609513,463775438.37743586
79.92579061536705,24175385548.084282,147174123707.4509,-2540158167.6301126,460112012.40741223
80.00913346272407,23963656529.446796,147212318067.994,-2540757336.7932,456447891.55776453
80.09247631008107,23751877795.61573,147250207021.5778,-2541351192.5977015,452783083.5982826
80.17581915743807,23540049789.431767,147287790511.2723,-2541939734.5541844,449117596.2978219
80.25916200479507,23328172953.78359,147325068480.79663,-2542522962.18486,445451437.424306
80.34250485215208,23116247731.607815,147362040874.51923,-2543100875.023584,441784614.7447258
80.42584769950908,22904274565.889023,147398707637.45764,-2543673472.615852,438117136.02514
80.50919054686608,22692253899.659737,147435068715.27872,-2544240754.5188046,434449009.03067434
80.5925333942231,22480186176.00039,147471124054.2984,-2544802720.301225,430780241.52552164
80.6758762415801,22268071837.86303,147506873601.4512,-2545359369.5417347,427110841.27190846
80.7592190889371,22055911328.06497,147542317304.2684,-2545910701.8274026,423440816.0364493
80.8425619362941,21843705089.878277,147577455110.9849,-2546456716.759985,419770173.59271854
80.9259047836511,21631453566.606667,147612286970.48483,-2546997413.9528203,416098921.71298647
81.00924763100811,21419157201.568768,147646812832.2988,-2547532793.0306807,412427068.1680108
81.09259047836511,21206816438.098118,147681032646.6041,-2548062853.6297727,408754620.72703683
