# t,q1,q2,p1,p2,H
6.201033505584263583e-01,2.890796167471019751e-01,6.891374456283162475e-01,-8.489819258589582418e+00,-7.012264577717106206e+00,2.942999999998591321e+01
6.234372395399232492e-01,2.832601714640428092e-01,6.710781814881781049e-01,-8.496182541106897190e+00,-7.044932654042971087e+00,2.942999999999535987e+01
6.267711285214202510e-01,2.775615095746397087e-01,6.528267606250049981e-01,-8.502667193838199466e+00,-7.076652645868832359e+00,2.943000000000218108e+01
6.301050175029171418e-01,2.719827859406024895e-01,6.343858642035972162e-01,-8.509288397153985883e+00,-7.107404733480950476e+00,2.943000000000464667e+01
6.334389064844140327e-01,2.665228333528409377e-01,6.157584899310341031e-01,-8.516059842282940551e+00,-7.137170597848626841e+00,2.943000000000945349e+01
6.367727954659109235e-01,2.611801430897628951e-01,5.969479751343277352e-01,-8.522993678188543143e+00,-7.165933473396707498e+00,2.942999999999324601e+01
6.401066844474079254e-01,2.559528457305220162e-01,5.779580199895806292e-01,-8.530100473525735083e+00,-7.193678185910601819e+00,2.942999999999936378e+01
6.434405734289048162e-01,2.508386925386676958e-01,5.587927105311671916e-01,-8.537389195929687702e+00,-7.220391173347163516e+00,2.943000000000204608e+01
6.467744624104017070e-01,2.458350377399399767e-01,5.394565410558982421e-01,-8.544867210676263980e+00,-7.246060487533036110e+00,2.943000000000242267e+01
6.501083513918985979e-01,2.409388220944560788e-01,5.199544354370295718e-01,-8.552540300716849231e+00,-7.270675774773589062e+00,2.942999999999970839e+01
6.534422403733954887e-01,2.361465581845105521e-01,5.002917668305413290e-01,-8.560412709714062984e+00,-7.294228233766924419e+00,2.942999999999602068e+01
6.567761293548924906e-01,2.314543178821710789e-01,4.804743751970970145e-01,-8.568487209335541976e+00,-7.316710549587622126e+00,2.943000000000195016e+01
6.601100183363893814e-01,2.268577224872917464e-01,4.605085820234237626e-01,-8.576765191531094956e+00,-7.338116803033223334e+00,2.943000000000037275e+01
6.634439073178862722e-01,2.223519360366772168e-01,4.404012016076744307e-01,-8.585246785827717275e+00,-7.358442355316265449e+00,2.942999999999718597e+01
6.667777962993831631e-01,2.179316622950589755e-01,4.201595482543438731e-01,-8.593931000941640974e+00,-7.377683708814140040e+00,2.942999999999453564e+01
6.701116852808801649e-01,2.135911459143713387e-01,3.997914387477753406e-01,-8.602815889067239041e+00,-7.395838345526235535e+00,2.943000000000301597e+01
6.734455742623770558e-01,2.093241782143262786e-01,3.793051895106361870e-01,-8.611898730272937286e+00,-7.412904545809094969e+00,2.943000000000235161e+01
6.767794632438739466e-01,2.051241079777110510e-01,3.587096079217838573e-01,-8.621176233385304144e+00,-7.428881191008151141e+00,2.943000000000050420e+01
6.801133522253708374e-01,2.009838575706275887e-01,3.380139773696201333e-01,-8.630644748819308987e+00,-7.443767554515493323e+00,2.943000000000177252e+01
6.834472412068677283e-01,1.968959445950262677e-01,3.172280357419698382e-01,-8.640300487837718535e+00,-7.457563086755431669e+00,2.943000000000305505e+01
6.867811301883647301e-01,1.928525091462159613e-01,2.963619472226487472e-01,-8.650139741980327202e+00,-7.470267200331373481e+00,2.943000000000315808e+01
6.901150191698616210e-01,1.888453466164833061e-01,2.754262674273295075e-01,-8.660159095833630971e+00,-7.481879062132539282e+00,2.943000000000388283e+01
6.934489081513585118e-01,1.848659458152777657e-01,2.544319021284836557e-01,-8.670355626016538864e+00,-7.492397399484237219e+00,2.943000000000467509e+01
6.967827971328554026e-01,1.809055320227062336e-01,2.333900600124131641e-01,-8.680727079272935853e+00,-7.501820327404906230e+00,2.943000000000320782e+01
7.001166861143524045e-01,1.769551144245576357e-01,2.123122001268316072e-01,-8.691272022936534114e+00,-7.510145203652066392e+00,2.943000000000503391e+01
7.034505750958492953e-01,1.730055372342335918e-01,1.912099748576133740e-01,-8.701989961763311854e+00,-7.517368517503857817e+00,2.943000000000730054e+01
7.067844640773461862e-01,1.690475336673243623e-01,1.700951694528479163e-01,-8.712881416177241434e+00,-7.523485817169569323e+00,2.943000000000427363e+01
7.101183530588430770e-01,1.650717818338642839e-01,1.489796392396671165e-01,-8.723947958337946673e+00,-7.528491679357173005e+00,2.943000000000286320e+01
7.134522420403399678e-01,1.610689615415752118e-01,1.278752457708176582e-01,-8.735192204019634588e+00,-7.532379722945156786e+00,2.943000000000391125e+01
7.167861310218369697e-01,1.570298109693527844e-01,1.067937931802436652e-01,-8.746617759972464157e+00,-7.535142667025109375e+00,2.943000000000562721e+01
7.201200200033338605e-01,1.529451821762413677e-01,8.574696601855023859e-02,-8.758229128182318135e+00,-7.536772431840609521e+00,2.943000000000273531e+01
7.234539089848307514e-01,1.488060944606002800e-01,6.474626977402148098e-02,-8.770031570086830541e+00,-7.537260279510945793e+00,2.943000000000253635e+01
7.267877979663276422e-01,1.446037846632030055e-01,4.380297518280826252e-02,-8.782030935290816132e+00,-7.536596989948650460e+00,2.943000000000399652e+01
7.301216869478246441e-01,1.403297536253449163e-01,2.292806728009477713e-02,-8.794233460517654422e+00,-7.534773066194897950e+00,2.943000000000286676e+01
7.334555759293215349e-01,1.359758081515323180e-01,2.132199966105068761e-03,-8.806645545444022005e+00,-7.531778962493736351e+00,2.943000000000265715e+01
7.367894649108184257e-01,1.315340979784823394e-01,-1.857434333429890116e-02,-8.819273512608388543e+00,-7.527605327892505471e+00,2.943000000000239424e+01
7.401233538923153166e-01,1.269971474163686387e-01,-3.918168254889992097e-02,-8.832123358754060405e+00,-7.522243257994145615e+00,2.943000000000299465e+01
7.434572428738123184e-01,1.223578814875615622e-01,-5.968036720513785615e-02,-8.845200504824820342e+00,-7.515684547639070345e+00,2.943000000000283833e+01
7.467911318553092093e-01,1.176096465417454245e-01,-8.006139607356904664e-02,-8.858509551367642842e+00,-7.507921937766069753e+00,2.943000000000250438e+01
7.501250208368061001e-01,1.127462254622217941e-01,-1.003162304040157438e-01,-8.872054045404528466e+00,-7.498949350402027036e+00,2.943000000000272465e+01
7.534589098183029909e-01,1.077618476988192742e-01,-1.204368011002077965e-01,-8.885836263957616055e+00,-7.488762106614696989e+00,2.943000000000272820e+01
7.567927987997998818e-01,1.026511944587681496e-01,-1.404155102953106860e-01,-8.899857018426684974e+00,-7.477357123253585591e+00,2.943000000000245819e+01
7.601266877812968836e-01,9.740939946048657316e-02,-1.602452278779605555e-01,-8.914115482989529937e+00,-7.464733085337292628e+00,2.943000000000123606e+01
7.634605767627937745e-01,9.203204570724464462e-02,-1.799192835777138899e-01,-8.928609049175793899e+00,-7.450890591969005605e+00,2.943000000000281702e+01
7.667944657442906653e-01,8.651515876546678196e-02,-1.994314552468258173e-01,-8.943333207808299434e+00,-7.435832274619982307e+00,2.943000000000318295e+01
7.701283547257875561e-01,8.085519704510595040e-02,-2.187759539837509926e-01,-8.958281458632241012e+00,-7.419562887497323622e+00,2.943000000000314031e+01
7.734622437072845580e-01,7.504903957132363912e-02,-2.379474067259923498e-01,-8.973445247217680887e+00,-7.402089370445821714e+00,2.942999999999898009e+01
7.767961326887814488e-01,6.909397172015394051e-02,-2.569408369117152646e-01,-8.988813928087820315e+00,-7.383420885467629979e+00,2.943000000000305860e+01
7.801300216702783397e-01,6.298766935678069834e-02,-2.757516437597360981e-01,-9.004374752559666462e+00,-7.363568828406772404e+00,2.943000000000473193e+01
7.834639106517752305e-01,5.672818178665055278e-02,-2.943755806753018400e-01,-9.020112879395306038e+00,-7.342546817734158182e+00,2.943000000000749239e+01
7.867977996332721213e-01,5.031391387911985508e-02,-3.128087332197309056e-01,-9.036011406163162007e+00,-7.320370662563212782e+00,2.942999999999535277e+01
7.901316886147691232e-01,4.374360769102546981e-02,-3.310474970363020963e-01,-9.052051419026019730e+00,-7.297058312208228870e+00,2.943000000000270688e+01
7.934655775962660140e-01,3.701632385834128375e-02,-3.490885560464441206e-01,-9.068212058694593125e+00,-7.272629789572013337e+00,2.943000000000366612e+01
7.967994665777629049e-01,3.013142300516327005e-02,-3.669288612017120865e-01,-9.084470600203516710e+00,-7.247107110728529200e+00,2.943000000001539362e+01
8.001333555592597957e-01,2.308854735324927451e-02,-3.845656099937212469e-01,-9.100802544381462411e+00,-7.220514192850024493e+00,2.943000000001448768e+01
8.034672445407567976e-01,1.588760270093678845e-02,-4.019962269008320321e-01,-9.117181718876876673e+00,-7.192876752632767712e+00,2.942999999999032212e+01
8.068011335222536884e-01,8.528740894165963426e-03,-4.192183448940292045e-01,-9.133580386844897703e+00,-7.164222197131950409e+00,2.943000000000214200e+01
8.101350225037505792e-01,1.012342876764913552e-03,-4.362297880783693182e-01,-9.149969361575772453e+00,-7.134579508739527398e+00,2.943000000000585814e+01
8.134689114852474701e-01,-6.660997589669722871e-03,-4.530285555456750046e-01,-9.166318125378859705e+00,-7.103979125995245170e+00,2.943000000001133998e+01
8.168028004667444719e-01,-1.449048950636701305e-02,-4.696128064466751351e-01,-9.182594951429985386e+00,-7.072452821538165679e+00,2.943000000002722771e+01
8.201366894482413628e-01,-2.247515948115256720e-02,-4.859808462921986205e-01,-9.198767027298318411e+00,-7.040033578484068855e+00,2.943000000002021466e+01
8.234705784297382536e-01,-3.061386581771537163e-02,-5.021311144723223929e-01,-9.214800579057071062e+00,-7.006755466327249771e+00,2.943000000000255767e+01
8.268044674112351444e-01,-3.890531185453752899e-02,-5.180621729580581203e-01,-9.230660995136148017e+00,-6.972653517215564811e+00,2.943000000000295557e+01
8.301383563927320353e-01,-4.734805856184427092e-02,-5.337726961436308759e-01,-9.246312949117507785e+00,-6.937763603401064572e+00,2.943000000000408178e+01
8.334722453742290371e-01,-5.594053640383767068e-02,-5.492614617837796587e-01,-9.261720520761270947e+00,-6.902122316563574778e+00,2.943000000000375138e+01
8.368061343557259280e-01,-6.468105649664947221e-02,-5.645273429674508847e-01,-9.276847314824319568e+00,-6.865766849463692978e+00,2.943000000000227701e+01
8.401400233372228188e-01,-7.356782108295831235e-02,-5.795693010673753642e-01,-9.291656577180024357e+00,-6.828734880401841068e+00,2.943000000000822780e+01
8.434739123187197096e-01,-8.259893335444976059e-02,-5.943863796014732248e-01,-9.306111307901952401e+00,-6.791064460821020887e+00,2.943000000001683247e+01
8.468078013002167115e-01,-9.177240664902935885e-02,-6.089776989466464396e-01,-9.320174371044766204e+00,-6.752793906316772343e+00,2.943000000000517247e+01
8.501416902817136023e-01,-1.010861730518887031e-01,-6.233424518434709238e-01,-9.333808600892176344e+00,-6.713961691280899480e+00,2.943000000000394323e+01
8.534755792632104932e-01,-1.105380914405113546e-01,-6.374798996187439615e-01,-9.346976904549402221e+00,-6.674606347293614128e+00,2.943000000000310479e+01
8.568094682447073840e-01,-1.201259549911481844e-01,-6.513893690814842596e-01,-9.359642360731898592e+00,-6.634766365411479683e+00,2.942999999999998550e+01
8.601433572262042748e-01,-1.298474981829411123e-01,-6.650702500259026984e-01,-9.371768314696080182e+00,-6.594480102396931720e+00,2.943000000000493444e+01
8.634772462077012767e-01,-1.397004033279125590e-01,-6.785219932873384208e-01,-9.383318469278156826e+00,-6.553785690920432394e+00,2.943000000001156380e+01
8.668111351891981675e-01,-1.496823066488571496e-01,-6.917441093032983268e-01,-9.394256972005038619e+00,-6.512720953763115439e+00,2.943000000000438376e+01
8.701450241706950584e-01,-1.597908039289843984e-01,-7.047361671313987497e-01,-9.404548498269196699e+00,-6.471323322021533819e+00,2.943000000000426652e+01
8.734789131521919492e-01,-1.700234557649749068e-01,-7.174977938726235793e-01,-9.414158330650579387e+00,-6.429629757231638543e+00,2.943000000000375138e+01
8.768128021336889510e-01,-1.803777924314678427e-01,-7.300286744680811735e-01,-9.423052434335044580e+00,-6.387676677448442142e+00,2.943000000000298755e+01
8.801466911151858419e-01,-1.908513183843493222e-01,-7.423285518246456327e-01,-9.431197528725855150e+00,-6.345499887184296028e+00,2.943000000000436245e+01
8.834805800966827327e-01,-2.014415164186359464e-01,-7.543972272361372244e-01,-9.438561155295749572e+00,-6.303134511153133168e+00,2.943000000000490246e+01
8.868144690781796236e-01,-2.121458514934408957e-01,-7.662345610691688735e-01,-9.445111741704781849e+00,-6.260614931784697745e+00,2.943000000000450456e+01
8.901483580596765144e-01,-2.229617742402927039e-01,-7.778404736837338795e-01,-9.450818662264341086e+00,-6.217974730426259811e+00,2.943000000000446192e+01
8.934822470411735162e-01,-2.338867241691069410e-01,-7.892149465624790361e-01,-9.455652294836678351e+00,-6.175246632140998670e+00,2.943000000000504457e+01
8.968161360226704071e-01,-2.449181325776763896e-01,-8.003580236261230718e-01,-9.459584074173488233e+00,-6.132462454084421921e+00,2.943000000000488825e+01
9.001500250041672979e-01,-2.560534251788287863e-01,-8.112698127138169291e-01,-9.462586541812344265e+00,-6.089653057343762832e+00,2.943000000000180094e+01
9.034839139856641888e-01,-2.672900244521463908e-01,-8.219504872104423931e-01,-9.464633392578370774e+00,-6.046848302185006574e+00,2.943000000000337479e+01
9.068178029671611906e-01,-2.786253517263169166e-01,-8.324002878034502118e-01,-9.465699517724255330e+00,-6.004077006663434801e+00,2.943000000000477812e+01
9.101516919486580814e-01,-2.900568290016967699e-01,-8.426195243574110538e-01,-9.465761044830273363e+00,-5.961366908482989224e+00,2.943000000000503036e+01
9.134855809301549723e-01,-3.015818805162617244e-01,-8.526085778922545266e-01,-9.464795374477361634e+00,-5.918744630076886004e+00,2.943000000000800398e+01
9.168194699116518631e-01,-3.131979340606012574e-01,-8.623679026546715587e-01,-9.462781213754926313e+00,-5.876235646844247817e+00,2.943000000000497707e+01
9.201533588931488650e-01,-3.249024220469980406e-01,-8.718980282756315647e-01,-9.459698606686464117e+00,-5.833864258460763175e+00,2.942999999999621608e+01
9.234872478746457558e-01,-3.366927823358455418e-01,-8.811995620046479960e-01,-9.455528961595124571e+00,-5.791653563230604540e+00,2.943000000000333927e+01
9.268211368561426466e-01,-3.485664588227032623e-01,-8.902731910121463033e-01,-9.450255075431007512e+00,-5.749625435447673460e+00,2.943000000000511207e+01
9.301550258376395375e-01,-3.605209017907555213e-01,-8.991196847616712562e-01,-9.443861155184986700e+00,-5.707800505655264089e+00,2.943000000000594696e+01
9.334889148191364283e-01,-3.725535680302310970e-01,-9.077398974393933173e-01,-9.436332836332457674e+00,-5.666198143834472845e+00,2.943000000001233118e+01
9.368228038006334302e-01,-3.846619207292212850e-01,-9.161347704399235292e-01,-9.427657198374831182e+00,-5.624836445457530587e+00,2.943000000000728988e+01
9.401566927821303210e-01,-3.968434291384466683e-01,-9.243053349073877545e-01,-9.417822777521816846e+00,-5.583732220361544485e+00,2.942999999998953342e+01
9.434905817636272118e-01,-4.090955680140603845e-01,-9.322527143251795323e-01,-9.406819576502181590e+00,-5.542900984442716172e+00,2.942999999999800309e+01
9.468244707451241027e-01,-4.214158168430451878e-01,-9.399781271466393084e-01,-9.394639071479122805e+00,-5.502356954180761761e+00,2.943000000000564498e+01
9.501583597266211045e-01,-4.338016588541922514e-01,-9.474828894750958463e-01,-9.381274216167485136e+00,-5.462113043913029209e+00,2.943000000000538918e+01
9.534922487081179954e-01,-4.462505798208978303e-01,-9.547684177787306714e-01,-9.366719443062601513e+00,-5.422180865920402049e+00,2.943000000001433847e+01
9.568261376896148862e-01,-4.587600666624679913e-01,-9.618362316358131103e-01,-9.350970661773580161e+00,-5.382570733327282753e+00,2.943000000001560679e+01
9.601600266711117770e-01,-4.713276058488686249e-01,-9.686879565108433843e-01,-9.334025254479040967e+00,-5.343291665798933110e+00,2.942999999999130978e+01
9.634939156526086679e-01,-4.839506816175545567e-01,-9.753253265519911119e-01,-9.315882068453570142e+00,-5.304351398074142132e+00,2.942999999998250971e+01
9.668278046341056697e-01,-4.966267740142103482e-01,-9.817501873938985213e-01,-9.296541405582120277e+00,-5.265756391395665759e+00,2.943000000000501615e+01
9.701616936156025606e-01,-5.093533567652216432e-01,-9.879644989637887953e-01,-9.276005008861066159e+00,-5.227511847840970560e+00,2.943000000000485272e+01
9.734955825970994514e-01,-5.221278949924517132e-01,-9.939703382849088831e-01,-9.254276045868461864e+00,-5.189621727568648701e+00,2.943000000000934335e+01
9.768294715785963422e-01,-5.349478427899252431e-01,-9.997699022441612904e-01,-9.231359089029082199e+00,-5.152088769113571054e+00,2.943000000001995886e+01
9.801633605600933441e-01,-5.478106406743176171e-01,-1.005365510321516220e+00,-9.207260092698128062e+00,-5.114914512717307460e+00,2.943000000000704830e+01
9.834972495415902349e-01,-5.607137129256746233e-01,-1.010759607262210480e+00,-9.181986366982851422e+00,-5.078099326757286924e+00,2.942999999997804039e+01
